Date,USD,Energy,SENT,brent,WTI
2013-09-23,80.45,6386.463333,-3612.618382,108.16,103.38
2013-09-24,80.56,6375.62,-3717.138221,108.64,103.37
2013-09-25,80.33,6357.59,-3612.476216,108.32,102.3
2013-09-26,80.52,6333.12,-3663.367008,109.21,102.88
2013-09-27,80.27,6328.35,-3517.684252,108.63,102.83
2013-09-30,80.22,6323.58,-3493.931584,108.37,102.31
2013-10-01,80.14,6364.38,-3494.568048,107.94,101.64
2013-10-02,79.9,6380.17,-3521.256392,109.19,103.81
2013-10-03,79.75,6400.09,-3497.374052,109.0,102.94
2013-10-04,80.12,6397.535,-3424.917895,109.46,103.66
2013-10-07,79.94,6394.98,-3454.586677,109.68,103.18
2013-10-08,80.06,6372.81,-3303.564269,110.16,103.53
2013-10-09,80.38,6417.44,-3313.085281,109.06,101.44
2013-10-10,80.42,6436.27,-3253.106457,111.8,102.88
2013-10-11,80.36,6481.052857,-3288.04562,111.28,101.81
2013-10-14,80.26,6525.835714,-3040.641838,111.04,102.14
2013-10-15,80.48,6570.618571,-3030.096381,109.96,100.95
2013-10-16,80.47,6615.401429,-3071.435326,110.86,102.12
2013-10-17,79.65,6660.184286,-3127.461882,109.11,100.72
2013-10-18,79.65,6704.967143,-3240.352295,109.94,100.75
2013-10-21,79.69,6749.75,-3421.058363,109.64,99.27
2013-10-22,79.23,6753.62,-3511.827838,109.97,97.8
2013-10-23,79.26,6763.22,-3530.210522,107.8,97.13
2013-10-24,79.19,6806.16,-3633.080553,106.99,97.17
2013-10-25,79.19,6718.82,-3698.386658,106.93,97.97
2013-10-28,79.25,6631.48,-3675.634835,109.61,98.54
2013-10-29,79.61,6564.56,-3568.923609,109.01,97.77
2013-10-30,79.78,6643.4,-3568.419452,109.86,96.58
2013-10-31,80.19,6664.65,-3536.912132,108.84,96.27
2013-11-01,80.72,6664.57,-3475.64404,105.91,94.61
2013-11-04,80.55,6664.49,-3361.175745,106.23,94.47
2013-11-05,80.71,6768.81,-3429.164138,105.33,93.69
2013-11-06,80.48,6837.03,-3469.991609,105.24,94.93
2013-11-07,80.84,6876.87,-3418.15907,103.46,94.37
2013-11-08,81.3,6901.935,-3426.529638,105.12,94.34
2013-11-11,81.09,6927.0,-3482.153825,106.4,95.01
2013-11-12,81.19,7052.68,-3488.549628,105.81,93.05
2013-11-13,80.93,7031.27,-3724.680905,107.12,93.48
2013-11-14,81.02,7061.69,-3670.06628,108.54,93.96
2013-11-15,80.85,7075.455,-3611.321109,108.5,93.66
2013-11-18,80.83,7089.22,-3818.344432,108.47,93.03
2013-11-19,80.7,7056.68,-3817.427701,106.92,93.3
2013-11-20,81.11,7045.36,-3939.460252,108.06,93.33
2013-11-21,81.07,7033.22,-4029.441027,110.08,95.28
2013-11-22,80.71,7056.96,-4001.304337,111.05,94.79
2013-11-25,80.92,7080.7,-3915.034071,111.0,94.18
2013-11-26,80.61,7066.91,-3999.592617,110.88,93.5
2013-11-27,80.72,7057.75,-4175.871056,111.31,92.37
2013-11-28,80.58,7086.84,-4206.278247,110.86,92.58000000000001
2013-11-29,80.68,7092.635,-4059.004955,109.69,92.79
2013-12-02,80.92,7098.43,-4009.466666,111.45,93.9
2013-12-03,80.61,7048.76,-4008.874683,112.62,96.9
2013-12-04,80.62,7050.93,-3874.706924,111.88,97.29
2013-12-05,80.23,7079.91,-3914.47052,110.98,97.43
2013-12-06,80.31,7139.025,-3929.067509,111.61,97.75
2013-12-09,80.13,7198.14,-3928.664561,109.39,97.19
2013-12-10,79.97,7264.94,-3988.0482,109.38,98.65
2013-12-11,79.89,7264.58,-3956.541388,109.7,97.43
2013-12-12,80.21,7255.68,-3954.83692,108.67,97.52
2013-12-13,80.21,7286.16,-3912.573211,108.83,96.46
2013-12-16,80.07,7316.64,-3897.006216,110.47,97.35
2013-12-17,80.06,7314.03,-3851.499365,108.44,97.19
2013-12-18,80.11,7317.13,-3685.371561,109.63,97.58
2013-12-19,80.63,7424.56,-3702.070884,110.29,98.77
2013-12-20,80.58,7426.37,-3771.801064,111.77,99.15
2013-12-23,80.45,7428.18,-3820.659791,111.56,98.72
2013-12-24,80.53,7406.6,-3678.274256,111.9,99.24
2013-12-26,80.48,7423.31,-3687.947631,111.98,99.64
2013-12-27,80.39,7460.89,-3687.097864,112.18,100.16
2013-12-30,80.0,7498.47,-3809.274794,111.21,99.17
2013-12-31,80.03,7545.5,-3744.189959,110.8,98.69
2014-01-02,80.63,7712.17,-3719.271544,107.78,95.41
2014-01-03,80.79,7671.065,-3659.556693,106.89,94.17
2014-01-06,80.65,7629.96,-3808.112427,106.73,93.65
2014-01-07,80.83,7648.06,-4121.69499,107.35,93.94
2014-01-08,81.02,7752.92,-4174.499939,107.15,92.52
2014-01-09,81.0,7801.08,-4167.538902,106.39,92.32
2014-01-10,80.66,7789.585,-4249.047271,107.25,92.85
2014-01-13,80.51,7778.09,-4128.251086,106.75,91.53
2014-01-14,80.66,7731.06,-4048.358001,106.39,92.62
2014-01-15,81.03,7782.19,-4212.13351,107.13,94.35
2014-01-16,80.91,7766.65,-4222.188724,107.09,94.12
2014-01-17,81.22,7704.395,-4301.139531,106.48,94.1
2014-01-20,81.22,7642.14,-4218.990685,106.35,94.54499999999999
2014-01-21,81.1,7572.84,-4126.114849,106.73,94.99
2014-01-22,81.17,7663.32,-4267.605948,108.27,96.67
2014-01-23,80.44,7684.87,-4164.451139,107.58,97.35
2014-01-24,80.46,7644.495,-4293.923462,107.88,96.91
2014-01-27,80.52,7604.12,-4335.842422,106.69,95.66
2014-01-28,80.57,7598.78,-4268.580409,107.41,97.17
2014-01-29,80.5,7615.8,-4320.451946,107.85,97.45
2014-01-30,81.08,7569.63,-4221.417184,107.95,98.03
2014-01-31,81.31,7560.715,-4178.965216,106.4,97.47
2014-02-03,81.01,7551.8,-4206.498627,106.04,96.66
2014-02-04,81.12,7500.15,-4304.932774,105.78,97.73
2014-02-05,81.04,7498.02,-4367.597056,106.25,97.3
2014-02-06,80.91,7489.05,-4425.786414,107.19,97.95
2014-02-07,80.69,7511.315,-4462.329446,109.57,100.17
2014-02-10,80.64,7533.58,-4447.754597,108.63,99.97
2014-02-11,80.64,7560.45,-4454.133952,108.68,100.39
2014-02-12,80.68,7583.23,-4099.886942,108.79,100.28
2014-02-13,80.32,7616.2,-4204.525769,108.73,100.37
2014-02-14,80.14,7622.17,-4196.034664,109.08,100.38
2014-02-17,80.14,7628.14,-4111.747011,109.18,101.77
2014-02-18,80.01,7639.72,-4123.585139,110.46,103.16
2014-02-19,80.14,7649.8,-4216.431963,110.47,103.38
2014-02-20,80.29,7669.04,-4267.008974,110.3,102.92
2014-02-21,80.24,7677.255,-4264.139209,109.85,102.31
2014-02-24,80.2,7685.47,-4257.757654,110.64,102.85
2014-02-25,80.14,7674.82,-4437.590534,109.51,102.03
2014-02-26,80.43,7677.29,-4455.672563,109.52,102.62
2014-02-27,80.28,7686.31,-4451.643951,108.96,102.11
2014-02-28,79.69,7637.855,-4489.607778,109.07,102.71
2014-03-03,80.08,7589.4,-4544.282958,111.2,104.86
2014-03-04,80.17,7687.73,-4611.857834,109.3,103.34
2014-03-05,80.11,7697.87,-4543.477701,107.76,100.95
2014-03-06,79.66,7715.37,-4617.046856,108.1,101.99
2014-03-07,79.72,7746.76,-4668.880736,109.0,102.69
2014-03-10,79.77,7778.15,-4776.612722,108.08,100.93
2014-03-11,79.74,7780.95,-4778.093458,108.55,99.51
2014-03-12,79.61,7745.36,-4730.642897,108.02,98.09
2014-03-13,79.62,7768.85,-4630.790498,107.39,98.25
2014-03-14,79.45,7735.635,-4662.484476,108.57,99.01
2014-03-17,79.39,7702.42,-4650.859859,106.24,97.99
2014-03-18,79.41,7655.01,-4772.119806,106.79,99.55
2014-03-19,80.02,7659.71,-4838.385861,105.85,100.31
2014-03-20,80.19,7642.46,-4761.046234,106.45,99.43
2014-03-21,80.12,7709.6,-4826.124298,106.92,99.62
2014-03-24,79.95,7776.74,-4370.108234,106.81,99.43
2014-03-25,79.94,7752.65,-4462.215683,106.99,99.19
2014-03-26,80.01,7790.23,-4250.807663,107.03,100.28
2014-03-27,80.13,7802.5,-4107.640553,107.83,101.38
2014-03-28,80.18,7820.945,-4039.510496,108.07,101.61
2014-03-31,80.11,7839.39,-3928.000791,107.76,101.53
2014-04-01,80.09,7878.47,-4081.102039,105.62,99.69
2014-04-02,80.22,7872.87,-3893.420291,104.79,99.3
2014-04-03,80.46,7863.66,-3839.345806,106.15,100.45
2014-04-04,80.42,7829.37,-3771.893189,106.72,101.1
2014-04-07,80.22,7795.08,-3838.357766,105.82,100.76
2014-04-08,79.77,7796.67,-3868.2962,107.67,102.34
2014-04-09,79.53,7755.11,-3792.1362,107.98,103.44
2014-04-10,79.41,7723.13,-3779.941388,107.46,103.38
2014-04-11,79.45,7668.85,-3879.826923,107.33,103.35
2014-04-14,79.76,7614.57,-3973.4125990000002,109.07,103.6
2014-04-15,79.79,7649.8,-3993.553311,108.74,103.83
2014-04-16,79.83,7601.6,-4049.606455,109.6,103.81
2014-04-17,79.87,7615.7,-4189.165361,109.53,104.59
2014-04-21,79.95,7727.55,-4227.354769,109.95,104.17
2014-04-22,79.89,7738.01,-4416.99209,109.27,102.13
2014-04-23,79.86,7702.13,-4350.188033,109.11,101.57
2014-04-24,79.77,7711.63,-4281.783632,110.33,101.89
2014-04-25,79.75,7706.975,-4336.628207,109.58,100.69
2014-04-28,79.7,7702.32,-4439.035847,108.12,100.88
2014-04-29,79.81,7671.73,-4579.152922,108.98,100.73
2014-04-30,79.51,7671.8,-4570.064013,108.07,99.7
2014-05-01,79.52,7788.42,-4525.150048,107.76,99.23
2014-05-02,79.51,7814.985,-4540.278117,108.59,99.93
2014-05-05,79.51,7841.55,-4578.321598,107.72,99.38
2014-05-06,79.14,7817.71,-4634.170968,107.06,99.9
2014-05-07,79.24,7791.66,-4621.719248,108.13,100.84
2014-05-08,79.44,7820.32,-4440.360618,108.04,100.29
2014-05-09,79.87,7804.35,-4481.829269,107.89,100.04
2014-05-12,79.89,7788.38,-4460.900285,108.41,100.61
2014-05-13,80.12,7836.34,-4630.08554,109.24,101.95
2014-05-14,80.06,7834.45,-4611.922493,110.19,102.03
2014-05-15,80.02,7811.35,-4640.451678,110.44,101.55
2014-05-16,80.06,7770.285,-4639.393474,109.75,102.16
2014-05-19,80.02,7729.22,-4639.261846,109.37,102.77
2014-05-20,80.04,7711.59,-4711.751378,109.69,102.44
2014-05-21,80.07,7726.6,-4738.908972,110.55,103.85
2014-05-22,80.22,7744.64,-4887.156142,110.36,103.75
2014-05-23,80.35,7800.165,-5004.225132,110.54,104.39
2014-05-26,80.29,7855.69,-5054.143116,110.32,104.275
2014-05-27,80.35,7849.73,-5094.912674,110.02,104.16
2014-05-28,80.55,7840.44,-5168.264483,109.81,103.08
2014-05-29,80.5,7826.06,-5117.096517,109.97,103.53
2014-05-30,80.39,7848.93,-5034.406374,109.41,102.89
2014-06-02,80.63,7871.8,-4990.238523,108.83,102.44
2014-06-03,80.54,7866.09,-4942.410383,108.82,102.81
2014-06-04,80.67,7872.22,-4880.434724,108.4,102.4
2014-06-05,80.37,7891.73,-4878.494946,108.79,102.45
2014-06-06,80.43,7920.115,-4915.480799,108.61,102.77
2014-06-09,80.62,7948.5,-4850.476798,109.99,104.51
2014-06-10,80.81,7963.52,-4949.973212,109.52,104.29
2014-06-11,80.77,7935.4,-4850.311924,109.95,104.48
2014-06-12,80.58,7873.59,-4900.648086,113.02,106.86
2014-06-13,80.61,7775.36,-4853.205188,113.41,106.67
2014-06-16,80.44,7677.13,-4872.19843,112.94,106.62
2014-06-17,80.6,7719.1,-4936.592309,113.45,106.62
2014-06-18,80.41,7765.56,-4839.450965,114.26,106.15
2014-06-19,80.32,7821.83,-4845.629919,115.06,106.6
2014-06-20,80.33,7787.12,-4852.740201,114.81,107.26
2014-06-23,80.27,7752.41,-4750.263274,114.12,106.03
2014-06-24,80.32,7713.04,-4676.996349,114.46,105.93
2014-06-25,80.2,7767.76,-4664.791216,114.0,106.81
2014-06-26,80.21,7813.89,-4625.246412,113.21,105.66
2014-06-27,80.04,7777.495,-4620.266774,113.3,105.75
2014-06-30,79.78,7741.1,-4572.578115,112.36,105.53
2014-07-01,79.82,7768.21,-4565.642409,112.29,105.22
2014-07-02,79.94,7827.5,-4530.671734,111.24,104.22
2014-07-03,80.21,7818.5,-4585.470492,111.0,104.02
2014-07-04,80.21,7881.155,-4568.214603,110.64,103.69999999999999
2014-07-07,80.22,7943.81,-4550.958714,110.24,103.38
2014-07-08,80.17,7956.69,-4604.38632,108.94,103.47
2014-07-09,80.03,7995.36,-4548.208854,108.28,101.95
2014-07-10,80.12,8000.21,-4483.988529,108.67,102.87
2014-07-11,80.19,7986.43,-4502.426166,106.66,100.53
2014-07-14,80.17,7972.65,-4491.029228,106.98,101.02
2014-07-15,80.38,7980.38,-4487.224281,106.02,100.19
2014-07-16,80.53,8018.96,-4505.7394,105.85,101.52
2014-07-17,80.53,7963.58,-4457.137348,107.89,103.75
2014-07-18,80.5,7929.92,-4452.214129,107.24,102.94
2014-07-21,80.56,7896.26,-4403.724459,107.68,104.66
2014-07-22,80.78,8221.22,-4376.114174,107.33,104.42
2014-07-23,80.81,8438.58,-4380.851225,108.03,103.25
2014-07-24,80.87,8515.01,-4392.587725,107.07,102.02
2014-07-25,81.03,8519.497143,-4412.891515,108.39,101.91
2014-07-28,81.01,8523.984286,-4380.086301,107.57,101.62
2014-07-29,81.21,8528.471429,-4417.031102,107.72,100.97
2014-07-30,81.4,8532.958571,-4393.437576,106.51,99.45
2014-07-31,81.46,8537.445714,-4384.060353,106.02,97.64
2014-08-01,81.3,8541.932857,-4401.363336,104.84,97.59
2014-08-04,81.32,8546.42,-4312.626257,105.41,98.4
2014-08-05,81.53,8531.34,-4307.058487,104.61,97.58
2014-08-06,81.43,8513.69,-4335.301067,104.59,96.84
2014-08-07,81.43,8581.27,-4271.365419,105.44,97.63
2014-08-08,81.39,8561.9,-4224.861234,105.02,97.41
2014-08-11,81.46,8542.53,-4322.913314,104.68,97.84
2014-08-12,81.51,8522.92,-4411.666811,103.02,97.19
2014-08-13,81.61,8521.58,-4479.426632,104.28,97.36
2014-08-14,81.62,8532.17,-4507.885735,102.01,95.51
2014-08-15,81.42,8533.165,-4501.83205,103.53,97.19
2014-08-18,81.57,8534.16,-4576.156403,101.6,96.61
2014-08-19,81.87,8536.45,-4543.078061,101.56,94.66
2014-08-20,82.24,8582.03,-4509.775761,102.28,96.07
2014-08-21,82.16,8573.71,-4476.274563,102.63,93.91
2014-08-22,82.33,8618.98,-4447.00343,102.29,93.45
2014-08-25,82.58,8664.25,-4498.474328,102.65,93.38
2014-08-26,82.67,8768.53,-4452.484381,102.5,93.83
2014-08-27,82.47,8929.45,-4449.533259,102.72,93.69
2014-08-28,82.49,8987.71,-4474.008435,102.46,94.6
2014-08-29,82.74,8980.505,-4492.838516,103.19,95.86
2014-09-01,82.74,8973.3,-4462.572176,102.79,94.57
2014-09-02,82.97,8937.67,-4562.094303,100.34,93.28
2014-09-03,82.85,9015.09,-4455.804756,102.77,95.09
2014-09-04,83.85,9047.59,-4426.195934,101.83,94.56
2014-09-05,83.76,9070.395,-4426.354275,100.82,93.42
2014-09-08,84.3,9093.2,-4444.725664,100.2,93.16
2014-09-09,84.17,9119.82,-4531.44973,99.16,92.75
2014-09-10,84.2,9109.54,-4566.169008,98.04,91.7
2014-09-11,84.27,9031.13,-4669.757002,98.08,93.06
2014-09-12,84.17,8958.98,-4837.602428,97.11,92.16
2014-09-15,84.25,8886.83,-4803.084299,96.65,92.81
2014-09-16,84.11,8936.38,-4911.590613,99.05,94.71
2014-09-17,84.73,8974.52,-4979.804803,98.97,94.0
2014-09-18,84.29,8969.88,-5021.209991,97.7,93.05
2014-09-19,84.73,8889.875,-5019.866321,98.39,92.42
2014-09-22,84.7,8809.87,-4992.823263,96.97,91.52
2014-09-23,84.7,8763.38,-5064.164993,96.85,91.74
2014-09-24,85.06,8716.89,-5046.560054,96.95,92.87
2014-09-25,85.18,8722.1,-5034.850938,97.0,92.47
2014-09-26,85.62,8743.04,-5064.976662,97.0,93.41
2014-09-29,85.62,8763.98,-5085.54062,97.2,94.31
2014-09-30,85.93,8834.79,-5156.539664,94.67,91.35
2014-10-01,85.91,8799.84,-5122.480765,94.16,90.77
2014-10-02,85.61,8741.42,-5185.376543,93.42,91.39
2014-10-03,86.64,8678.24,-5178.978745,92.31,89.72
2014-10-06,85.78,8615.06,-5122.543482,92.79,90.47
2014-10-07,85.66,8551.88,-5225.904209,92.11,88.44
2014-10-08,85.32,8488.7,-5299.850745,91.38,87.7
2014-10-09,85.55,8425.52,-5262.113475,90.05,84.33
2014-10-10,85.91,8362.34,-5295.908515,90.21,85.52
2014-10-13,85.22,8299.16,-5198.162278,88.89,85.01
2014-10-14,85.88,8011.2,-5325.992365,85.04,82.3
2014-10-15,84.86,7750.53,-5523.75492,83.78,80.92
2014-10-16,84.96,7426.61,-5547.307892,84.47,83.09
2014-10-17,85.2,7508.32,-5586.194157,86.16,83.0
2014-10-20,85.02,7590.03,-5605.079342,85.4,82.72
2014-10-21,85.4,7875.61,-5592.492201,86.22,82.81
2014-10-22,85.75,7941.31,-5756.805848,84.71,80.36
2014-10-23,85.83,7887.89,-6047.993117,86.83,81.91
2014-10-24,85.73,7824.73,-6034.180474,86.13,81.31
2014-10-27,85.58,7761.57,-6170.984942,85.83,80.65
2014-10-28,85.41,7744.05,-6276.294649,86.03,81.61
2014-10-29,86.0,7683.81,-6485.499902,87.12,81.95
2014-10-30,86.17,7615.63,-6549.370017,86.24,80.99
2014-10-31,86.92,7655.3,-6476.543368,85.86,80.65
2014-11-03,87.29,7694.97,-6560.335367,84.78,78.22
2014-11-04,87.0,7317.4,-6716.025057,82.82,77.36
2014-11-05,87.47,7168.05,-6913.069508,82.95,78.95
2014-11-06,88.07,7232.91,-7004.543886,82.86,77.84
2014-11-07,87.64,7264.735,-6969.968476,83.39,78.44
2014-11-10,87.78,7296.56,-6946.323589,82.34,77.19
2014-11-11,87.59,7198.13,-6971.945859,81.67,77.53
2014-11-12,87.84,7238.65,-6874.368304,80.38,76.89
2014-11-13,87.77,7209.71,-6855.805273,77.92,74.25
2014-11-14,87.53,7018.58,-6830.854424,79.41,75.96
2014-11-17,88.0,6827.45,-6887.469815,79.31,75.46
2014-11-18,87.61,6910.98,-6907.559258,78.47,74.25
2014-11-19,87.69,6884.03,-6951.831872,78.1,74.32
2014-11-20,87.7,6917.24,-7041.422158,79.33,75.58
2014-11-21,88.31,6951.19,-7015.713318,80.36,76.65
2014-11-24,88.15,6985.14,-7172.839376,79.68,75.49
2014-11-25,87.9,6785.11,-7163.38726,78.33,73.87
2014-11-26,87.67,6664.54,-7327.187474,77.75,73.47
2014-11-27,88.01,6633.26,-7325.078666,72.58,69.75999999999999
2014-11-28,88.22,6335.465,-7517.559868,70.15,66.05
2014-12-01,87.98,6037.67,-7821.296184,72.54,69.24
2014-12-02,88.63,6097.06,-7814.058275,70.54,67.59
2014-12-03,88.96,6203.24,-7811.641974,69.92,67.37
2014-12-04,88.6,6394.44,-7804.049066,69.64,66.75
2014-12-05,89.36,6290.83,-7911.996967,69.07,65.68
2014-12-08,89.12,6187.22,-8012.031248,66.19,63.03
2014-12-09,88.69,5991.4,-8035.38443,66.84,63.36
2014-12-10,88.22,5751.77,-8060.586199,64.24,61.19
2014-12-11,88.55,5800.17,-8349.927678,63.68,59.11
2014-12-12,88.32,5628.415,-8467.574985,61.85,57.51
2014-12-15,88.43,5456.66,-8606.646512,61.06,55.4
2014-12-16,87.97,5048.6,-8866.324538,59.86,55.62
2014-12-17,89.08,5307.11,-8900.367169,61.18,55.81
2014-12-18,89.24,5823.29,-9014.004729,59.27,55.55
2014-12-19,89.6,6014.195,-8907.206043,61.38,56.52
2014-12-22,89.78,6205.1,-8861.369481,60.11,55.31
2014-12-23,90.07,6108.11,-8743.959181,61.69,56.77
2014-12-24,89.92,6158.79,-8833.541433,60.24,55.89
2014-12-26,90.03,6194.725,-8898.633451,59.45,55.13
2014-12-29,90.2,6230.66,-8779.037944,57.88,53.72
2014-12-30,89.94,5917.22,-9162.713567,57.9,53.89
2014-12-31,90.28,5857.2,-9152.939914,57.33,53.78
2015-01-02,91.16,5732.33,-8947.767357,56.42,52.69
2015-01-05,91.37,5607.46,-9103.92201,53.11,49.91
2015-01-06,91.75,5541.53,-9474.293273,51.1,48.03
2015-01-07,92.02,5599.54,-9922.463694,51.15,48.78
2015-01-08,92.31,5687.27,-10087.0317,50.96,48.97
2015-01-09,91.92,5654.09,-10110.18176,50.11,48.2
2015-01-12,92.08,5620.91,-10445.91967,47.43,45.7
2015-01-13,92.22,5620.38,-10339.37547,46.59,46.13
2015-01-14,92.09,5698.69,-10716.90415,48.69,48.62
2015-01-15,92.14,5700.35,-10688.85671,47.67,46.24
2015-01-16,92.52,5697.08,-10623.23708,50.17,48.47
2015-01-19,92.61,5693.81,-10621.76097,48.84,47.43
2015-01-20,93.0,5684.0,-10490.95692,47.99,46.39
2015-01-21,92.71,5635.61,-10587.21923,49.03,47.35
2015-01-22,94.19,5699.18,-10743.17906,48.52,46.51
2015-01-23,94.99,5706.95,-10639.63293,48.79,45.33
2015-01-26,94.93,5714.72,-10555.34558,48.16,45.09
2015-01-27,94.08,5960.4,-10703.19312,49.6,45.78
2015-01-28,94.63,6230.87,-10674.07189,48.47,44.4
2015-01-29,94.68,6143.9,-10648.03485,49.13,44.6
2015-01-30,94.85,6350.925,-10742.52948,52.99,47.77
2015-02-02,94.56,6557.95,-10657.41731,54.75,49.84
2015-02-03,93.75,6616.42,-10925.30203,57.91,51.62
2015-02-04,94.57,6574.16,-10934.66194,54.16,48.7
2015-02-05,93.59,6500.67,-10989.00549,56.57,50.78
2015-02-06,94.65,6611.41,-11056.72748,57.8,52.2
2015-02-09,94.51,6722.15,-10930.9177,58.34,52.44
2015-02-10,94.74,6626.09,-11234.281,56.43,50.97
2015-02-11,94.92,6462.43,-11338.54376,54.66,49.37
2015-02-12,94.18,6551.14,-11324.09479,57.05,51.25
2015-02-13,94.19,6583.305,-11276.19204,61.52,52.53
2015-02-16,94.19,6615.47,-11187.19229,61.4,52.879999999999995
2015-02-17,94.13,6584.8,-11077.60136,62.53,53.23
2015-02-18,94.1,6549.05,-11044.27745,60.53,50.54
2015-02-19,94.39,6416.01,-11101.34844,60.21,51.7
2015-02-20,94.25,6368.7,-10995.39102,60.22,50.97
2015-02-23,94.55,6321.39,-11045.23113,58.9,49.41
2015-02-24,94.48,6355.32,-11082.26382,58.66,49.11
2015-02-25,94.2,6342.79,-11134.19933,61.63,51.07
2015-02-26,95.26,6341.34,-11223.80661,60.05,48.92
2015-02-27,95.25,6356.855,-11355.51318,62.58,49.41
2015-03-02,95.47,6372.37,-11421.72393,59.54,49.76
2015-03-03,95.37,6473.99,-11414.30842,61.02,50.63
2015-03-04,95.91,6454.87,-11533.46044,60.55,51.64
2015-03-05,96.35,6502.75,-11555.53761,60.48,50.92
2015-03-06,97.72,6532.0,-11609.83256,59.73,49.81
2015-03-09,97.66,6561.25,-11668.96497,58.53,50.03
2015-03-10,98.67,6524.52,-11770.83,56.39,48.71
2015-03-11,99.67,6523.79,-11939.45099,57.54,48.4
2015-03-12,99.27,6595.07,-11825.48092,57.08,46.94
2015-03-13,100.18,6456.335,-11774.12048,54.67,44.98
2015-03-16,99.69,6317.6,-11626.12428,53.44,43.86
2015-03-17,99.65,6154.55,-11646.63237,53.51,42.44
2015-03-18,97.82,5950.71,-11486.55575,55.91,44.7
2015-03-19,99.07,6013.37,-11379.70525,54.43,44.3
2015-03-20,97.8,6028.595,-11382.61484,55.32,45.72
2015-03-23,96.96,6043.82,-11521.29656,55.92,47.41
2015-03-24,97.24,6043.8,-11416.81711,55.11,47.65
2015-03-25,96.92,5813.23,-11552.42648,56.48,48.98
2015-03-26,97.42,5819.53,-11615.12948,59.19,50.97
2015-03-27,97.39,5823.2,-11726.94062,56.41,48.34
2015-03-30,97.96,5826.87,-11844.06012,56.29,48.73
2015-03-31,98.38,5702.95,-12006.0862,55.11,47.52
2015-04-01,98.12,5704.25,-12056.70311,57.1,49.61
2015-04-02,97.53,5655.26,-12124.49365,54.95,49.52
2015-04-06,97.06,5642.79,-12054.08314,58.12,51.97
2015-04-07,97.91,5751.55,-11839.30159,59.1,53.27
2015-04-08,98.06,5827.4,-11982.37802,55.55,50.94
2015-04-09,98.97,5875.93,-12226.36416,56.57,50.73
2015-04-10,99.35,5896.905,-12088.94519,57.87,51.79
2015-04-13,99.51,5917.88,-12356.49907,57.93,52.0
2015-04-14,98.78,5854.6,-12473.89288,58.43,53.49
2015-04-15,98.39,5940.04,-12542.09855,60.32,55.96
2015-04-16,97.69,6007.27,-12468.94482,63.98,56.55
2015-04-17,97.45,6196.9,-12533.72639,63.45,56.12
2015-04-20,97.91,6386.53,-12639.18613,63.45,56.66
2015-04-21,97.98,6378.84,-12726.29951,62.08,55.26
2015-04-22,98.06,6398.15,-12484.03521,62.73,56.25
2015-04-23,97.31,6475.99,-12509.84106,64.85,57.47
2015-04-24,96.86,6612.355,-12554.60357,65.28,57.45
2015-04-27,96.86,6748.72,-12531.08287,64.83,56.68
2015-04-28,96.11,6771.34,-12613.41046,64.64,56.96
2015-04-29,95.21,6931.71,-12980.14872,65.84,58.6
2015-04-30,94.81,6982.13,-12957.70216,66.78,59.74
2015-05-01,95.21,6980.12,-13025.19935,66.46,59.24
2015-05-04,95.44,6978.11,-13075.3092,66.45,58.98
2015-05-05,95.14,6907.82,-13016.31089,67.52,60.67
2015-05-06,94.16,6947.25,-13210.80791,67.77,60.62
2015-05-07,94.62,6892.19,-13300.45876,65.54,58.98
2015-05-08,94.82,6774.625,-13457.26017,65.39,59.45
2015-05-11,95.03,6657.06,-13427.20966,64.91,59.3
2015-05-12,94.56,6735.56,-13268.88387,66.86,61.17
2015-05-13,93.62,6812.52,-13295.95339,66.81,60.11
2015-05-14,93.39,6879.09,-13559.88445,66.59,59.7
2015-05-15,93.23,6910.525,-13680.6485,66.81,59.84
2015-05-18,94.16,6941.96,-13897.41437,66.27,59.7
2015-05-19,95.31,6897.17,-13984.05025,64.02,57.26
2015-05-20,95.59,6797.58,-13508.72902,65.03,58.76
2015-05-21,95.4,6829.98,-13545.49824,66.54,60.67
2015-05-22,96.14,6776.66,-13639.5513,65.37,59.97
2015-05-25,96.38,6723.34,-13456.20244,65.52,59.15
2015-05-26,97.22,6777.63,-13507.29364,63.72,58.33
2015-05-27,97.3,6747.21,-13623.1983,62.06,57.59
2015-05-28,96.88,6714.85,-13730.28061,62.58,57.98
2015-05-29,96.89,6705.65,-13698.35522,65.56,60.3
2015-06-01,97.43,6696.45,-13895.36004,64.88,60.21
2015-06-02,95.94,6722.91,-13899.70162,65.49,61.05
2015-06-03,95.36,6703.97,-13837.21688,63.8,59.62
2015-06-04,95.58,6718.02,-14030.28095,62.03,57.99
2015-06-05,96.34,6670.905,-13925.92198,63.31,58.92
2015-06-08,95.25,6623.79,-13916.85883,62.69,58.31
2015-06-09,95.19,6630.5,-13937.20652,64.88,60.53
2015-06-10,94.61,6675.57,-13886.533,65.7,61.11
2015-06-11,95.1,6677.83,-13800.97452,65.11,60.53
2015-06-12,94.97,6705.29,-13679.9761,63.87,59.97
2015-06-15,94.83,6732.75,-13750.82887,62.61,59.61
2015-06-16,94.96,6709.2,-13792.27018,63.7,60.05
2015-06-17,94.3,6708.92,-13791.87286,63.87,59.8
2015-06-18,94.01,6694.2,-13696.27456,64.26,60.51
2015-06-19,94.06,6610.13,-13694.20803,63.02,59.28
