USD,SENT,Price
95.28,-13804.95938,43.14
95.77,-13898.85286,47.56
96.15,-13999.00551,50.05
95.93,-14003.17852,54.15
95.38,-13947.63528,49.56
95.97,-14002.27778,50.5
96.41,-13879.56678,50.68
96.22,-13945.08902,49.61
96.22,-13809.34604,47.63
95.86,-14033.46607,49.52
95.95,-13859.95994,47.58
95.5,-13982.02136,48.89
95.18,-13927.39523,48.14
95.28,-13549.03735,46.37
95.59,-13406.83276,46.63
95.33,-13354.18786,49.75
94.54,-13253.98699,49.08
95.15,-13240.93318,47.47
95.93,-13197.70346,48.92
96.32,-13139.29511,49.08
96.2,-13039.03899,47.75
96.3,-13008.84101,48.17
96.25,-12973.89451,48.6
96.01,-12926.62413,47.34
95.89,-13015.14771,48.23
96.28,-12919.11221,48.37
96.1,-12898.82224,47.69
95.92,-12911.77254,48.13
96.08,-12993.01158,49.25
95.46,-12766.11437,51.92
95.57,-12856.11227,51.33
95.3,-12847.88737,53.05
94.89,-12867.35283,52.65
94.88,-12584.1352,49.86
94.76,-12666.108,49.24
93.91,-12519.99133,49.15
94.44,-12502.44026,48.71
94.73,-12400.50142,50.46
94.92,-12319.42854,48.61
94.86,-12442.83988,48.71
95.05,-12495.72399,47.85
96.4,-12549.04712,48.08
97.04,-12597.76221,47.99
96.82,-12548.30165,47.54
96.91,-12575.58792,46.81
97.62,-12746.68591,49.05
97.22,-12652.1249,48.8
96.92,-12604.31727,49.56
96.91,-12603.49635,48.79
97.18,-12566.93721,50.54
97.89,-12662.74035,48.58
97.99,-12724.33905,47.98
99.15,-12716.26572,47.42
98.99,-12805.96448,47.19
99.2,-12626.37027,47.44
98.85,-12598.677,45.81
98.56,-12613.95691,44.06
98.8,-12562.83244,43.61
99.39,-12430.19098,44.56
99.67,-12433.50562,43.57
99.55,-12477.02037,44.14
99,-12464.16169,44.18
99.61,-12477.32427,44.66
99.76,-12510.68038,44.83
99.61,-12526.57332,46.12
99.76,-12477.0677,46.17
99.87,-12475.94721,45.46
100.08,-12434.96103,44.86
100.2,-12346.14567,44.61
99.84,-12245.24374,44.44
100.02,-12207.02591,42.49
97.92,-12131.85547,43.84
98.25,-12224.10301,43
98.75,-12137.35396,40.73
98.4,-12383.95976,40.26
97.39,-12276.49047,40.11
97.93,-12202.31185,39.73
97.63,-12116.12004,37.93
97.58,-12072.30124,37.92
98.13,-11995.61274,38.45
98.58,-12060.32369,37.19
99.05,-12168.54324,37.06
98.72,-12182.79017,36.88
98.47,-12440.93626,36.35
98.22,-12494.32815,36.11
98.39,-12682.22942,37.36
97.9,-12735.87071,37.89
97.95,-12552.94019,36.62
98.24,-12603.18777,37.79
98.26,-12620.11608,36.46
98.69,-12647.58629,37.28
98.85,-12614.15378,37.22
99.33,-12677.31581,36.42
99.26,-12729.19805,34.23
98.29,-12723.35115,33.75
98.38,-12703.49091,33.55
98.82,-12727.41181,31.55
99.02,-12560.90991,30.86
98.89,-12660.46734,30.31
99.07,-12585.91541,31.03
98.94,-12589.15599,28.94
99.1,-12692.65926,28.55
99.08,-12561.99235,28.76
99.06,-12497.52461,27.88
99.12,-12665.05223,29.25
99.53,-12521.33307,32.18
99.28,-12407.80363,30.5
99.04,-12606.82028,31.8
98.92,-12594.83169,33.1
98.59,-12451.96317,33.89
99.53,-12590.09105,34.74
99.04,-12681.56913,34.24
98.81,-12715.7832,32.72
97.3,-12395.72992,35.04
96.56,-12365.68081,34.46
96.96,-12365.38732,34.06
96.67,-12209.733,32.88
96.06,-12072.31987,30.32
95.82,-12054.69574,30.84
95.6,-11918.15178,30.06
95.97,-12103.15132,33.36
95.97,-12239.84564,33.39
96.9,-12147.75151,32.18
96.86,-12147.55753,34.5
96.84,-11958.52641,34.28
96.59,-11951.1128,33.01
97.39,-11901.47222,34.69
97.44,-11932.00963,33.27
97.44,-11959.50929,34.41
97.45,-11890.63465,35.29
98.15,-11851.21305,35.1
98.15,-11982.54047,35.97
98.34,-11891.07166,36.81
98.18,-11736.10567,36.93
97.65,-11548.36149,37.07
97.22,-11596.87143,38.72
97.1,-11480.25671,40.84
97.2,-11378.22942,39.65
97.17,-11402.64306,41.07
96.17,-11225.45446,40.05
96.2,-11173.01264,40.39
96.57,-11004.83132,39.53
96.66,-10894.53558,38.74
95.75,-10915.6612,40.33
94.78,-10921.52259,41.54
95.09,-10967.83381,41.2
95.4,-10841.64763,41.54
95.67,-10874.25186,41.79
96.04,-10832.99854,40.47
96.13,-10768.66844,40.44
95.97,-10682.52807,40.27
95.18,-10614.3832,39.14
94.83,-10750.23824,39.26
94.63,-10519.24937,39.6
94.61,-10473.43584,38.67
94.56,-10266.78613,37.69
94.62,-10271.26645,37.87
94.5,-10074.45769,39.84
94.51,-10130.1917,39.43
94.19,-10037.01505,41.94
94.01,-10049.59107,42.83
94.05,-10012.04299,44.69
94.78,-9998.837845,44.18
94.94,-9918.355887,43.84
94.7,-9833.450638,43.1
94.46,-9613.187957,42.91
94.12,-9706.718793,44.03
94.55,-9551.43618,45.8
94.65,-9348.667957,44.53
95.12,-9361.213557,45.11
94.8,-9325.298653,44.48
94.51,-9295.938292,45.74
94.39,-9250.672533,47.18
93.76,-9194.312172,48.14
93.08,-9236.427968,48.13
92.59,-9101.233167,45.83
93.06,-9100.113837,44.97
93.27,-9030.722592,44.62
93.76,-8959.839427,45.01
93.89,-8925.516604,45.37
94.16,-8865.487219,43.63
94.27,-8935.993527,45.52
93.83,-9039.416952,47.6
94.16,-8825.752363,48.08
94.61,-8699.375223,47.83
94.56,-8474.18585,48.97
94.57,-8427.42018,49.28
95.19,-8335.083695,48.93
95.31,-8152.348116,48.81
95.27,-8089.360167,48.72
95.25,-8105.209922,48.35
95.59,-8220.311687,48.61
95.41,-8342.232205,49.74
95.14,-8443.045458,49.59
95.7,-8409.233672,49.32
95.7,-8353.612877,49.76
95.8,-8183.86705,49.69
95.42,-8117.901601,49.72
95.55,-8052.564957,50.04
93.87,-8157.862098,49.64
94.03,-8285.047367,50.55
93.86,-8216.644267,51.44
93.55,-8222.970431,52.51
94.07,-8187.382063,51.95
94.66,-8205.443794,50.54
94.39,-8024.555902,50.35
94.93,-7916.993103,49.83
94.61,-7898.226944,48.97
94.61,-7860.057744,47.19
94.14,-7900.123882,49.17
93.65,-7916.239472,50.65
94.07,-7928.154317,50.62
93.56,-7811.810007,49.88
93.21,-7681.955795,50.91
95.54,-7773.099161,48.41
96.37,-7809.817472,47.16
96.06,-7797.540899,48.58
95.65,-7790.653926,50.61
95.96,-7870.05552,49.68
95.64,-7763.070837,50.35
95.51,-7653.718246,50.1
96.21,-7653.538602,47.96
96.1,-7706.691079,48.8
96.25,-7518.521853,46.4
96.28,-7543.472667,46.76
96.55,-7734.917634,46.25
96.51,-7707.454791,48.47
96.31,-7618.552674,46.26
96.1,-7629.896241,47.37
96.68,-7614.308797,47.61
96.55,-7630.255588,46.96
97.05,-7605.875901,46.66
97.14,-7337.827441,47.17
96.97,-7374.506859,46.2
97.35,-7362.707802,45.69
97.26,-7210.988165,44.72
97.17,-7046.111348,44.87
96.79,-6963.058981,43.47
96.66,-6867.785447,42.7
95.52,-6790.400786,42.46
95.78,-6762.430353,42.14
95.11,-6769.899856,41.8
95.55,-6761.114496,43.1
95.79,-6837.480754,44.29
96.24,-6848.807471,44.27
96.38,-6766.537802,45.39
96.13,-6806.585152,44.98
95.57,-6879.425587,44.05
95.91,-6925.934432,46.04
95.68,-6760.982926,46.97
95.6,-6672.30154,48.35
94.78,-6510.146694,49.23
94.72,-6566.552077,49.85
94.15,-6702.133474,50.89
94.51,-6695.669009,50.88
94.53,-6758.531291,49.16
94.53,-6765.234149,49.96
94.77,-6708.818639,49.05
94.72,-6691.094681,49.67
95.48,-6652.919596,49.92
95.57,-6607.878817,49.26
96.05,-6650.831805,48.37
95.99,-6789.813623,47.04
95.65,-6802.592889,45.45
95.88,-6757.908373,46.83
95.88,-6736.495971,47.63
94.86,-6809.323744,47.26
94.96,-6748.37362,47.98
94.99,-6629.23799,49.99
95.35,-6539.275375,48.01
95.15,-6453.193011,48.32
95.58,-6525.110976,47.1
95.34,-6487.474381,45.85
95.28,-6413.288464,46.59
96.04,-6477.457773,45.77
95.87,-6437.78386,45.95
96,-6469.148321,45.88
95.5,-6451.725149,46.83
95.37,-6407.063707,47.65
95.51,-6397.372982,45.89
95.3,-6453.816332,47.35
95.47,-6517.429075,45.97
95.43,-6554.987722,48.69
95.53,-6489.566595,49.24
95.42,-6564.958278,49.06
95.75,-6638.450396,50.89
96.14,-6706.183693,50.87
96.17,-6858.824706,51.86
96.69,-6896.317472,52.51
96.63,-6999.57895,51.93
96.89,-7044.411961,53.14
97.7,-7124.825581,52.41
97.98,-7184.640569,51.81
97.55,-7282.909599,52.03
98.09,-7192.436582,51.95
97.88,-7214.805445,51.52
97.88,-7253.093094,51.68
97.85,-7319.508514,52.67
98.33,-7223.70832,51.38
98.69,-7254.664668,51.78
98.75,-7143.905227,51.46
98.73,-7178.870729,50.79
98.62,-7044.231936,49.98
98.93,-7084.016739,50.47
98.35,-7041.090638,49.71
98.36,-7167.721225,48.3
97.73,-7195.616838,48.14
97.38,-7253.711683,46.86
97.15,-7296.50028,46.35
96.89,-7297.319424,45.58
97.74,-7194.510275,46.15
97.97,-7541.757688,46.04
98.62,-7531.829521,46.36
98.86,-7555.576693,45.84
98.99,-7524.687475,44.75
99.97,-7468.135604,44.43
100.14,-7583.038404,46.95
100.3,-7694.613304,46.63
100.95,-7727.748908,46.49
101.21,-7757.643358,46.86
100.88,-7778.435937,48.9
101,-7689.567373,49.12
101.71,-7754.905567,48.95
101.69,-7736.565986,49
101.5,-7671.388273,47.24
101.16,-7520.988324,48.24
100.99,-7613.444697,46.38
101.53,-7408.072096,50.47
100.95,-7445.583155,53.94
100.66,-7289.875228,54.46
100.15,-7341.636445,54.94
100.49,-7334.953248,53.93
100.18,-7152.938394,53
101.09,-7165.368418,53.89
101.59,-7173.19737,54.33
100.92,-6979.29311,55.69
101.06,-6913.789494,55.72
102.2,-6898.895632,53.9
103.1,-6825.545034,54.02
102.95,-6943.73303,55.21
103.13,-6749.064604,54.92
103.25,-6751.469587,55.35
103,-6778.18241,54.46
103.09,-6702.153379,55.05
102.92,-6667.242953,55.16
103.04,-6739.307731,56.09
103.22,-6806.611225,56.22
102.65,-6876.037709,56.14
102.21,-6878.433172,56.82
103.21,-6864.936848,55.47
102.52,-6912.318343,56.46
101.4,-6948.829118,56.89
102.22,-6893.907601,57.1
101.84,-6967.733806,54.94
102.04,-6973.691195,53.64
101.73,-6947.66815,55.1
101.45,-6941.011714,56.01
101.19,-6889.689267,55.45
101.57,-6721.453058,55.86
100.3,-6727.295368,55.47
101.29,-6575.203184,53.92
101.17,-6551.360785,54.16
100.81,-6447.202181,55.49
99.93,-6525.133984,55.23
100.27,-6609.445454,55.44
99.92,-6584.422478,55.08
100.53,-6557.441337,56.24
100.56,-6617.054783,55.52
100.37,-6629.730204,55.23
99.55,-6439.967243,55.7
99.75,-6386.214252,56.8
99.82,-6225.803358,56.56
99.73,-6246.072436,56.81
99.9,-6073.023664,55.72
100.4,-6178.991013,55.05
100.17,-6125.363009,55.12
100.67,-6042.076787,55.63
100.71,-6030.845111,56.7
101.02,-6041.000316,55.59
101.23,-6146.472512,55.97
101.09,-6186.72661,55.75
100.5,-6232.644926,55.65
100.95,-6275.999237,55.81
100.95,-6246.777512,56.18
101.44,-6285.713909,56.66
101.33,-6327.567723,55.84
100.98,-6578.552495,56.58
101.12,-6480.039966,55.99
101.17,-6651.786238,55.93
101.36,-6623.989509,55.59
101.77,-6578.170113,56.36
102.15,-6514.170425,55.08
101.54,-6521.400809,55.9
101.7,-6434.98742,56.01
101.82,-6464.093371,55.92
102.12,-6494.83971,53.11
102.03,-6478.385537,52.19
101.38,-6453.166744,51.37
101.37,-6372.840363,51.35
101.74,-6368.615409,50.92
100.54,-6459.139681,51.81
100.23,-6464.033878,51.74
100.31,-6432.484579,51.76
100.36,-6398.452583,51.62
99.75,-6358.030297,50.96
99.72,-6464.954396,50.64
99.76,-6440.185114,50.56
99.77,-6403.30984,50.8
99.22,-6372.119965,50.75
99.68,-6376.705385,51.33
99.93,-6344.975621,52.42
100.51,-6312.596384,52.96
100.56,-6331.533532,52.83
100.49,-6325.697929,53.12
100.49,-6385.077143,54.17
100.52,-6475.926082,54.36
100.72,-6479.059993,54.89
101.13,-6416.046814,55.24
101.01,-6438.824341,55.98
100.71,-6400.104051,56.23
100.18,-6429.738606,55.86
100.58,-6400.740774,55.89
100.3,-6385.91616,55.36
99.5,-6350.40891,54.89
99.81,-6358.423789,52.93
99.84,-6351.824146,52.99
99.98,-6312.195417,51.96
99.04,-6405.109378,51.6
98.83,-6452.296721,52.1
98.98,-6397.108167,51.82
99.15,-6421.515207,51.44
99.04,-6430.086505,51.73
99.13,-6391.829556,51.52
98.95,-6354.97159,50.46
99.38,-6457.887654,50.79
98.78,-6470.831449,48.38
98.58,-6470.053291,49.1
99.16,-6461.673928,49.34
99.54,-6465.138869,48.73
99.63,-6450.316738,50.22
99.65,-6392.815178,50.77
99.19,-6346.179249,50.84
98.88,-6285.00885,51.82
98.19,-6187.937645,51.65
97.39,-6179.750714,52.21
97.88,-6187.866009,52.51
97.12,-6111.43429,53.61
96.99,-6119.799925,53.87
97.34,-6096.058596,54.15
97.1,-6056.081745,53.96
97.19,-6027.351445,51.46
97.4,-6020.166772,52.15
97.59,-5997.135453,52.29
97.4,-6056.546279,51.84
96.98,-6082.089485,50.31
97.2,-6141.986411,50.63
96.67,-6228.137779,49.95
96.8,-6286.1704,49.47
96.53,-6380.740447,50.12
96.69,-6415.52887,48.06
97.21,-6374.064625,47.86
97.28,-6277.333486,48.15
97.16,-6295.545678,48.29
97,-6320.678145,48.72
96.95,-6383.990292,47
97.47,-6366.322881,46.92
97.16,-6387.830916,47.37
97.52,-6411.978204,46.91
97.75,-6383.09081,46.02
97.56,-6484.085088,44.82
97.54,-6633.117819,45.22
97.3,-6642.340068,45.54
97.42,-6570.218134,45.83
96.47,-6593.636056,46.65
96.04,-6589.81307,47.31
95.56,-6613.319945,47.42
95.63,-6610.119279,47.92
96.2,-6643.587962,49.68
96.26,-6667.50154,49.61
96.19,-6722.677233,47.79
95.81,-6776.805848,48.11
96,-6762.345918,46.71
96.06,-6738.823158,46.88
95.76,-6836.734956,47.52
95.77,-6838.88097,47.74
95.73,-6781.594531,48.42
95.15,-6735.180686,48.91
95.13,-6697.268107,48.42
94.6,-6732.782771,48.84
94.78,-6720.090265,49.7
94.31,-6743.027478,49.3
93.86,-6810.758117,48.06
93.98,-6805.107688,48.6
94.05,-6780.778271,50.2
93.67,-6690.356705,50.97
93.86,-6580.083015,51.49
93.26,-6575.92476,52.52
92.86,-6620.357995,52.65
93.04,-6555.565706,51.78
92.84,-6572.201353,52.36
92.84,-6536.841075,52.01
93.54,-6521.509969,52.42
93.43,-6556.649283,52.37
93.65,-6698.979569,52.14
93.55,-6780.315467,52.7
93.4,-6758.49324,51.9
93.07,-6722.117469,52.1
93.41,-6687.967892,50.73
93.85,-6727.119232,50.8
93.54,-6727.255459,50.27
93.62,-6665.513277,51.03
93.43,-6585.486914,52.72
93.09,-6555.36672,51.66
93.55,-6579.41258,51.87
93.15,-6570.954235,52.57
93.28,-6544.34674,52.04
92.74,-6517.186125,52.41
92.21,-6530.855202,51.89
92.25,-6547.723222,52
92.88,-6607.212752,50.86
92.67,-6532.263988,52.38
92.81,-6534.968482,52.75
92.81,-6590.479404,52.34
92.25,-6630.945818,53.38
92.29,-6589.290978,54.2
91.66,-6585.190935,54.49
91.35,-6566.971485,53.78
91.88,-6568.75523,53.84
91.88,-6441.739684,54.27
92.52,-6433.021847,55.16
92.12,-6416.654642,55.47
91.87,-6408.221782,55.62
92.05,-6290.41687,55.48
91.79,-6289.340632,55.14
92.51,-6259.38391,56.29
92.26,-6284.164459,56.43
92.17,-6185.750473,56.86
92.65,-6187.402218,59.02
92.97,-6190.616122,58.44
93.36,-6170.964954,57.9
93.08,-6090.951371,57.41
93.08,-6170.823841,57.54
93.56,-6147.245048,56.12
93.57,-6114.917022,56
93.46,-6147.550391,55.8
93.96,-6163.153851,57
93.8,-6170.324543,55.62
93.67,-6248.009131,55.79
93.29,-6250.729868,56.61
93.02,-6244.693583,56.94
93.06,-6167.451852,56.25
93.09,-6130.918847,57.17
93.31,-6012.590792,57.82
93.49,-5997.686168,57.88
93.36,-6030.616485,58.15
93.27,-6027.612858,57.23
93.7,-6031.462128,57.75
93.94,-6038.587563,57.37
93.77,-6028.684406,58.33
93.71,-5982.126704,58.44
94.61,-5995.274024,59.3
94.92,-5995.303438,60.44
94.56,-6000.181422,60.9
94.55,-5943.002313,61.37
94.81,-6068.613429,60.49
94.69,-6091.169484,60.62
94.94,-6087.635867,62.07
94.76,-6100.076078,64.27
94.91,-6129.031563,63.69
94.87,-6196.931978,63.49
94.44,-6194.292364,63.93
94.39,-6208.270195,63.52
94.49,-6182.879891,63.16
93.83,-6288.872215,62.21
93.81,-6278.930924,61.87
93.93,-6298.803549,61.36
93.66,-6300.862024,62.72
94.08,-6321.799611,62.22
93.95,-6236.937653,62.57
93.22,-6296.361717,63.32
93.22,-6275.746299,63.55
92.78,-6269.818693,63.86
92.9,-6274.163306,63.84
93.27,-6267.022151,63.61
93.16,-6239.88063,63.11
93.05,-6255.13112,63.57
92.89,-6251.841658,63.73
93.19,-6297.651584,62.45
93.38,-6303.62512,62.86
93.61,-6283.817424,61.22
93.8,-6232.72655,62.2
93.9,-6204.853904,63.4
93.87,-6222.915807,64.69
94.1,-6226.757441,63.34
93.43,-6182.804409,62.44
93.49,-6226.77492,63.31
93.93,-6225.648873,63.23
93.69,-6221.880463,63.41
93.44,-6253.465081,63.8
93.31,-6227.341719,64.56
93.28,-6199.567062,64.9
93.35,-6194.094399,65.25
93.26,-6177.912484,67.02
93.03,-6189.278598,66.44
92.6,-6120.217805,66.72
92.12,-6134.03968,66.87
91.87,-6186.18483,66.57
92.16,-6206.648671,67.84
91.85,-6230.123468,68.07
91.95,-6264.935033,67.62
92.36,-6272.823814,67.78
92.53,-6251.966847,68.82
92.33,-6272.34927,69.2
91.85,-6253.610745,69.26
90.97,-6194.238225,69.87
90.97,-6217.933761,70.26
90.39,-6183.874355,69.15
90.54,-6190.173958,69.38
90.5,-6126.062583,69.31
90.57,-6066.226644,68.61
90.4,-5915.802102,69.03
90.12,-5918.087178,69.96
89.21,-5849.187532,70.53
89.39,-5854.365359,70.42
89.07,-5843.251781,70.52
89.31,-5857.857357,69.46
89.16,-5967.287884,69.02
89.13,-6005.026301,69.05
88.67,-6045.328617,69.65
89.19,-6055.594029,68.58
89.55,-6111.691096,67.62
89.58,-6125.043976,66.86
90.25,-6072.431589,65.51
90.23,-6048.168305,64.81
90.44,-6062.133383,62.79
90.21,-6062.524668,62.59
89.7,-6040.13318,62.72
89.12,-6054.608354,64.36
88.59,-6039.540573,64.33
89.1,-6052.724034,64.84
89.1,-6011.146779,65.67
89.72,-6016.768083,65.25
90,-5996.443668,65.42
89.74,-6013.115118,66.39
89.88,-5988.734724,67.31
89.85,-6037.684257,67.5
90.36,-6062.1676,66.63
90.61,-6019.582895,65.78
90.32,-5937.410477,63.83
89.94,-5900.73615,64.37
90.08,-5988.603599,65.54
89.62,-6005.620257,65.79
89.64,-5967.25002,64.34
90.18,-6009.048334,63.61
90.09,-6036.021643,65.49
89.89,-6102.069508,64.95
89.66,-6143.474045,64.64
89.7,-6214.456039,64.89
90.14,-6212.250648,65.12
90.23,-6256.305627,66.21
89.77,-6217.845199,66.05
90.37,-6262.453335,67.42
89.78,-6320.115782,69.47
89.86,-6369.651845,68.91
89.44,-6393.842408,70.45
89.03,-6335.312626,70.12
89.37,-6397.676821,70.11
90.06,-6480.509698,69.53
90.15,-6506.773634,70.27
90.05,-6525.224017,67.64
90.2,-6494.517829,68.12
90.14,-6466.976218,68.02
90.46,-6555.351463,68.33
90.11,-6548.589345,67.11
89.84,-6583.805108,68.65
89.59,-6621.07945,71.04
89.57,-6697.138276,72.06
89.75,-6652.360985,72.02
89.8,-6566.04094,72.58
89.42,-6518.056068,71.42
89.52,-6567.968257,71.58
89.62,-6580.267099,73.48
89.94,-6627.466342,73.78
90.32,-6603.520282,74.06
90.95,-6633.525011,74.71
90.77,-6660.658929,73.86
91.17,-6646.340465,74
91.56,-6549.916103,74.74
91.54,-6529.878137,74.64
91.84,-6547.822919,75.17
92.45,-6606.647467,73.13
92.51,-6605.155358,73.36
92.41,-6580.418945,73.62
92.57,-6553.468784,74.87
92.75,-6524.113597,76.17
93.12,-6576.047889,74.85
93.04,-6534.594293,77.21
92.65,-6525.585535,77.47
92.54,-6572.871254,77.12
92.59,-6650.132402,78.23
93.22,-6661.659632,78.43
93.39,-6629.258865,79.28
93.47,-6595.714791,79.3
93.64,-6624.517029,78.51
93.68,-6654.679022,79.22
93.61,-6681.105328,79.57
94,-6687.218916,79.8
93.76,-6711.205106,78.79
94.19,-6789.191416,76.44
94.19,-6735.22591,75.3
94.83,-6727.18596,75.39
94.15,-6789.624225,77.5
93.98,-6829.417452,77.59
93.98,-6842.508615,76.79
94.02,-6860.581273,75.29
93.9,-6860.68031,75.38
93.66,-6901.035878,75.36
93.4,-6940.74962,77.32
93.55,-6991.991689,76.46
93.58,-6995.536521,76.46
93.8,-7040.877106,75.88
93.71,-7025.990087,76.74
94.77,-7021.781241,75.94
94.79,-7039.614796,73.44
94.8,-7027.873874,75.34
95.08,-7010.546833,75.08
95.06,-6993.28801,74.74
94.74,-7073.423499,73.05
94.52,-7141.938009,75.55
94.28,-7168.250412,74.73
94.66,-7165.139667,76.31
95.27,-7148.076761,77.62
95.39,-7189.719375,77.85
94.64,-7188.045052,79.44
95.03,-7230.95298,77.3
94.67,-7257.746303,77.76
94.67,-7309.854255,78.24
94.47,-7346.36229,77.39
94.04,-7314.540541,77.11
94.08,-7369.597887,78.07
94.15,-7407.271172,78.86
94.72,-7419.488132,73.4
94.81,-7424.523041,74.45
94.75,-7443.973874,75.33
94.51,-7481.469067,71.84
94.94,-7507.20124,72.16
95.08,-7479.030065,72.9
95.15,-7420.423423,72.58
94.45,-7466.160969,73.07
94.67,-7443.835932,73.06
94.61,-7497.17898,73.44
94.36,-7511.232327,73.93
94.75,-7488.831013,74.54
94.67,-7503.249865,74.29
94.32,-7413.18512,74.97
94.49,-7402.844785,74.25
94.62,-7465.655605,72.39
95.16,-7471.042498,73.45
95.14,-7516.559267,73.21
95.36,-7544.029728,73.75
95.22,-7584.692281,74.65
95.05,-7508.315813,72.28
95.5,-7538.898487,72.07
96.36,-7488.157849,72.81
96.39,-7587.377771,72.61
96.73,-7653.282763,72.46
96.7,-7566.361141,70.76
96.64,-7521.374963,71.43
96.1,-7571.036727,71.83
95.9,-7533.09392,72.21
95.26,-7636.822393,72.63
95.15,-7713.42301,74.78
95.67,-7754.84629,74.73
95.15,-7737.215539,75.82
94.78,-7725.569527,76.21
94.72,-7735.917394,75.95
94.6,-7720.740271,77.14
94.72,-7698.498832,77.77
95.14,-7705.098333,77.42
95.14,-7783.424687,78.15
95.44,-7842.210537,78.17
95.18,-7849.030317,77.27
95.02,-7888.151731,76.5
95.36,-7933.544086,76.83
95.15,-7929.333507,77.37
95.25,-7881.825041,79.06
94.8,-7980.537572,79.74
94.52,-8012.18888,78.18
94.93,-8029.243775,78.09
94.5,-8097.898962,78.05
94.64,-8176.248533,79.03
94.54,-8135.498413,79.4
93.91,-8214.208845,78.7
94.22,-8216.594965,78.8
94.19,-8141.159748,81.2
94.13,-8155.124414,81.87
94.19,-8281.097562,81.34
94.89,-8281.739846,81.72
95.13,-8262.769042,82.72
95.3,-8324.416314,84.98
95.51,-8375.741043,84.8
95.76,-8449.672694,86.29
95.75,-8407.890259,84.58
95.62,-8365.370864,84.16
95.76,-8328.917726,83.91
95.67,-8283.010072,85
95.51,-8339.762255,83.09
95.02,-8420.701564,80.26
95.22,-8421.214212,80.43
95.06,-8423.325558,80.78
95.05,-8381.59658,81.41
95.58,-8367.69959,80.05
95.9,-8380.924694,79.29
95.71,-8431.237867,79.78
96.01,-8330.829541,79.83
95.96,-8353.496692,76.44
96.43,-8320.92703,76.17
96.68,-8301.051063,76.89
96.36,-8243.35089,77.62
96.58,-8188.429801,77.34
97.01,-8255.376722,75.91
97.13,-8280.515152,75.47
96.28,-8364.082158,72.89
96.54,-8317.906584,72.83
96.28,-8491.469401,73.17
96.32,-8545.788631,72.13
96,-8489.574954,72.07
96.72,-8411.02585,70.65
96.91,-8424.56879,70.18
97.54,-8368.538428,70.12
97.3,-8463.467559,65.47
96.8,-8504.137226,66.12
96.93,-8660.073616,66.62
96.47,-8696.488782,66.76
96.19,-8583.553854,66.79
96.84,-8521.882128,62.53
96.71,-8407.103545,63.48
96.71,-8366.086996,62.6
96.92,-8439.202335,58.8
97.07,-8483.455439,60.48
97.37,-8540.335507,60.21
96.79,-8483.140582,58.76
96.78,-8470.001793,59.51
97.27,-8517.422762,58.71
97.04,-8458.240901,61.69
96.97,-8568.883067,62.08
97.07,-8650.231976,61.56
96.81,-8645.670716,60.06
96.51,-8651.678535,61.67
97.22,-8463.881501,59.97
97.39,-8461.003305,60.2
97.04,-8521.877502,60.15
97.06,-8509.650522,61.45
97.44,-8556.911998,60.28
97.1,-8584.251316,59.61
97.1,-8660.729316,56.26
97.03,-8605.280409,57.24
96.28,-8654.050111,54.35
96.96,-8727.530163,53.82
96.55,-8560.867273,50.47
97.05,-8543.531577,54.47
96.48,-8520.09969,52.16
96.4,-8500.665463,52.2
96.17,-8511.87645,53.8
96.82,-8600.663895,54.91
96.31,-8598.44585,55.95
96.18,-8605.94725,57.06
95.67,-8750.804907,57.33
95.9,-8606.108326,58.72
95.22,-8576.285732,61.44
95.54,-8606.542643,61.68
95.67,-8615.561827,60.48
95.61,-8469.48009,58.99
96.04,-8520.144976,60.64
96.06,-8548.513211,61.32
96.06,-8593.367956,61.18
96.34,-8533.782042,62.7
96.34,-8456.716027,62.74
96.3,-8431.718063,61.5
96.12,-8425.498816,61.14
96.6,-8412.915845,61.09
95.79,-8432.317912,61.64
95.75,-8371.989221,59.93
95.82,-8410.263254,61.32
95.34,-8427.409244,61.65
95.58,-8425.563074,61.89
95.58,-8580.613966,62.75
95.85,-8572.037586,62.51
96.07,-8468.412087,61.98
96.39,-8369.895116,62.69
96.51,-8340.236042,61.63
96.64,-8312.902926,62.1
97.06,-8332.862677,61.51
96.71,-8327.960475,62.42
97.13,-8355.629505,63.61
96.98,-8348.892246,64.57
96.9,-8326.263492,66.25
96.9,-8291.670061,66.5
96.52,-8361.582118,66.45
96.45,-8442.333555,67.08
96.61,-8412.111633,67.07
96.51,-8434.716561,67.12
96.41,-8421.793353,64.76
96,-8425.468241,65.21
96.15,-8447.293546,66.39
96.16,-8499.507875,66.03
96.53,-8522.547759,65.07
96.68,-8445.349777,65.67
96.87,-8478.701832,65.86
96.87,-8410.393424,65.99
97.67,-8378.658939,66.3
97.31,-8374.35354,65.74
97.22,-8417.981853,66.58
96.94,-8398.451151,66.67
96.55,-8430.271573,67.55
96.78,-8375.050328,67.23
96.59,-8279.917049,67.16
96.52,-8317.626668,67.54
96.38,-8232.337096,67.61
95.76,-8223.330581,68.5
96.5,-8221.016908,67.86
96.65,-8242.219868,67.03
96.57,-8188.986279,67.21
96.74,-8204.505053,67.97
96.77,-8321.855271,67.83
97.2,-8432.010064,67.82
97.28,-8402.895325,68.39
97.23,-8314.035178,69.01
97.36,-8248.157415,69.37
97.09,-8279.990143,69.31
97.31,-8327.67779,69.4
97.39,-8329.196342,70.34
97.05,-8345.454608,71.1
97.01,-8356.051275,70.61
96.95,-8379.415418,71.73
